"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
1128,"Populus &times canadensis 'Eugenei'",,"Salicaceae","EUGENE CAROLINA POPLAR",,"POPLAR",,"A narrow form of gt;P. canadensisgt;.","",0,"",0,"Riparian",,"Northern Hemisphere",0,0,0,"",50,100,40,40,36,36,"1","Columnar,Rounded","Dry Fruit,Twigs","Cream or Light Gray","Fissured","1","1","Simple","Alternate","Triangular","Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Spring","Has either male or female reproductive parts (dioecious)","5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Scales,Thrip",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"H",0,,,
1129,"Populus &times canadensis 'Imperial'",,"Salicaceae","IMPERIAL CAROLINA POPLAR",,"POPLAR",,"A Soil Conservation Service introduction.","",0,"",0,"Riparian",,"Northern Hemisphere",0,0,0,"",50,80,10,20,36,127,"1","Conical","Twigs","Cream or Light Gray","Fissured","2","2","Simple","Alternate","Triangular","Green",1,"","","",,,"Inconspicuous",0,,,"Has either male or female reproductive parts (dioecious)","5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Moderate",3,3,1,5,,"Aphids,Caterpillars,Scales",,"Anthracnose,Mistletoe,Sooty Mold","High","Allergy",,"",1,"H",0,,,
1130,"Populus &times canescens 'Macrophylla'","Populus alba var. canescens 'Macrophylla'","Salicaceae","POPULUS CANESCENS 'MACROPHYLLA'",,"POPLAR",,"Large, fast growing shade tree for extensive landscape areas. Underside of leaf is white.","",0,"",0,"Riparian",,"Northern Hemisphere",0,0,0,"",20,,,,36,36,"1","Rounded","Dry Fruit,Twigs","Light Gray","Fissured","1","1","Simple","Alternate","Triangular","Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Spring","Has either male or female reproductive parts (dioecious)","4,5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Scales,Thrip",,"Anthracnose,Mistletoe,Sooty Mold","High","Allergy","Birds","",1,"H",0,,,
1131,"Populus deltoides","Populus deltoides subsp. deltoides","Salicaceae","EASTERN COTTONWOOD","EASTERN POPLAR","COTTONWOOD",,"Grows best on moist well-drained sands near streams.","",0,"The Morton Arboretum - Lisle, IL, The National Arboretum - Washington, DC and Arnold Arboretum - Boston, MA",1,"Riparian",,"North America",0,0,0,"",50,100,70,70,36,36,"1","Conical,Rounded","Dry Fruit,Twigs","Cream or Light Gray","Furrowed,Ridged","1","1","Simple","Alternate","Triangular","Dark Green",1,"Small","Brown or White","Capsule",,"Spring,Summer","Inconspicuous",0,,"Winter,Spring","Has either male or female reproductive parts (dioecious)","3,4,5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand,Clay","Moderate",3,3,1,5,,"Aphids,Beetle Borers,Beetle Leaves",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","High",1,"M",0,,,
1132,"Populus fremontii",,"Salicaceae","FREMONT COTTONWOOD","WESTERN COTTONWOOD,GILA COTTONWOOD,ALAMO","COTTONWOOD",,"Fremont cottonwood grows along waterways throughout the southwestern U.S., from Texas through northern Mexico to coastal California. In California, it has a spotty distribution throughout the interior, especially along riparian areas of the Central Valley and along the Colorado River. In the coastal fog belt, it is replaced by black cottonwood (Populus trichocarpa). Old trees have stout trunks covered in fissured bark supporting a wide-spreading canopy of triangular leaves with coarsely scalloped edges. The top and bottom leaf surfaces are very similar, and the leaves tend to hang vertically.","",0,"Santa Fe, NM, San Luis Obispo, CA, Tilden Regional Parks Botanical Garden - Berkeley, CA, Nipomo, CA, Rancho Santa Ana Botanic Garden - Claremont, CA, Pine Mountain Lake - Groveland, CA and Santa Barbara Botanic Garden - Santa Barbara, CA",1,"Riparian",,"California and Southwestern United States",1,0,0,"",40,80,30,50,36,36,"1","Rounded","Dry Fruit,Twigs","Light Green or Light Gray","Furrowed,Smooth","1","1","Simple","Alternate","Triangular","Light Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Winter,Spring",,"3,4,5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21","Good Inland",">7","Loam,Sand","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Beetle Leaves,Caterpillars",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","High",1,"H",0,"Yes","24"" box","4"
1133,"Populus maximowiczii",,"Salicaceae","JAPANESE POPLAR",,"POPLAR",,"Does not root sprout or sucker, but still should be planted away from buildings.","",0,"Morton Arboretum - Lisle, IL",1,"Riparian",,"North America and Eastern Asia",0,0,0,"",50,100,30,30,36,36,"1","Rounded","Dry Fruit,Twigs","Dark Gray or Light Gray","Fissured","1","1","Simple","Alternate","Triangular","Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Spring","Has either male or female reproductive parts (dioecious)","4,5,6,7","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Scales",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"M",0,,,
1134,"Populus nigra 'Italica'",,"Salicaceae","LOMBARDY POPLAR",,"POPLAR",,"A classical columnar form tree. Widely adapted but needs large extensive area for full development.","",0,"Hoyt Arboretum - Portland, OR, Milpitas, CA, San Francisco, CA, Davis, CA and Santa Cruz, CA",1,"Riparian","Pollarding","Europe",0,0,0,"",40,100,15,30,36,36,"1","Columnar","Dry Fruit,Twigs","Dark Gray or Light Green","Furrowed,Ridged","1","1","Simple","Alternate","Diamond-shaped","Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Winter,Spring","Has male and female reproductive parts in each flower (perfect)","4,5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24","Moderate Inland",">7","Loam,Sand,Clay","Moderate",3,3,1,7,,"Invasive Shot Hole Borer,Beetle Borers,Scales,Thrip",,"Anthracnose,Stem Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"H",0,"Yes","24"" box","4"
1135,"Populus nigra 'Thevestina'","Populus nigra 'Theves',Populus nigra 'Afghanica'","Salicaceae","ALGERIAN POPLAR","THEVES POPLAR,LOMBARDY POPLAR","POPLAR",,"A columnar poplar similar to Lombardy poplar. Has white bark.","",0,"",0,"Riparian",,"Europe",0,0,0,"",40,100,15,30,36,36,"1","Columnar","Dry Fruit,Twigs","Striking Cream","Fissured","1","1","Simple","Alternate","Diamond-shaped","Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Spring","Has either male or female reproductive parts (dioecious)","3,4,5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Invasive Shot Hole Borer,Beetle Borers,Scales,Thrip",,"Anthracnose,Stem Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"H",0,,,
1136,"Populus simonii 'Fastigiata'",,"Salicaceae","PYRAMIDAL SIMON POPLAR",,"POPLAR",,"Does not sucker from roots. Useful as a tall screen or windbreak.","",0,"",0,"Riparian,Screen",,"Europe",0,0,0,"",40,40,10,10,36,36,"1","Columnar,Rounded","Dry Fruit,Twigs","Red Brown","Fissured","1","1","Simple","Alternate","Diamond-shaped","Light Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Spring","Has either male or female reproductive parts (dioecious)","2,3,4,5,6,7,8","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Scales",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"H",0,,,
1137,"Populus tremuloides",,"Salicaceae","QUAKING ASPEN",,"ASPEN",,"Quaking aspen is North AmericaÕs most widely dispersed tree speciesÑfrom the northeastern U.S., across Canada to Alaska, and south through the Rockies into Mexico. In California, where it occurs primarily on the margins of Sierra Nevada meadows, it sprouts from roots, forming large clonal colonies. Quaking aspen is a fast-growing, slender tree with smooth whitish-green bark and leaves that shimmer and quake in the slightest breeze. The golden hues of its October foliage make this California's best species for fall color displays. Because of fire-suppression, some populations of quaking aspen have been replaced by coniferous forests.","",0,"Strybing Arboretum - San Francisco, CA, Regional Parks Botanic Garden, Tilden Regional Park - Berkeley, CA and Mt Lassen National Park, CA",1,"Riparian,Screen",,"North America",1,0,0,"",20,60,15,30,24,36,"0","Columnar,Conical,Rounded","Dry Fruit,Twigs","Striking, Cream, Dark Brown or Light Gray","Furrowed,Smooth","2","3","Simple","Alternate","Oval","Light Green",1,"Small","White or Mostly Green","Capsule",,"Summer","Inconspicuous",0,,"Spring",,"1,2,3,4,5,6,7,8","1,2,3,4,5,6,7,14,15,16,17,18,19",,">7","Loam","Low",2,3,1,4,,"Beetle Borers,Caterpillars",,"Anthracnose,Mistletoe,Armillaria,Root Rot","High","Allergy","Birds","High",,"M",0,"Yes","24"" box","3"
1138,"Populus trichocarpa","Populus balsamifera subsp. trichocarpa","Salicaceae","BLACK COTTONWOOD","WESTERN BALSAM-POPLAR","COTTONWOOD",,"Black cottonwood covers large areas of western North America from northern Baja California to Alaska in riparian and moist bottomland forests and woodlands. It's primarily a tree of watercourses in California, particularly in coastal areas. It can exceed 100 feet in height, with an upright crown supported by a straight trunk covered in whitish bark that becomes fissured with age. Black cottonwood leaves are broadly triangular and finely scalloped. The top and bottom leaf surface are strongly contrasting with the top dark green and the bottom dull and much paler, and the leaves tend to spread horizontally.","",0,"Quail Botanical Gardens - Encinitas, CA, Rancho Santa Ana Botanic Garden - Claremont, CA, Hoyt Arboretum - Portland, OR, and New Zealand",1,"Riparian",,"Alaska to Southern California",1,0,0,"",30,100,25,30,24,36,"0","Columnar,Rounded","Dry Fruit,Twigs","Dark Brown, Dark Gray or Light Green","Furrowed,Ridged","1","1","Simple","Alternate","Spear-shaped","Dark Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",1,,"Spring",,"5,6,7,8,9","1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Low",2,3,1,4,,"Beetle Borers,Scales",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","High",,"M",0,"Yes","24"" box","4"
1139,"Populus deltoides subsp. wislizeni",,"Salicaceae","RIO GRANDE COTTONWOOD",,"COTTONWOOD",,"Adapted to hot and dry areas with alkaline soil, with moderate watering.","",0,"Santa Fe - New Mexico",1,"Riparian",,"Southern North America",0,0,0,"",50,100,70,70,36,36,"1","Rounded","Dry Fruit,Twigs","Dark Brown or Light Green","Fissured","1","1","Simple","Alternate","Triangular","Green",1,"","Brown","Capsule","Wildlife use it","Fall","Inconspicuous",0,,,"Has either male or female reproductive parts (dioecious)","3,4,5,6,7,8,9","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Scales",,"Anthracnose,Canker,Crown Rot,Mistletoe","High","Allergy","Birds","",1,"M",0,,,
1140,"Prosopis alba","Neltuma alba","Fabaceae","ARGENTINE MESQUITE",,"MESQUITE",,"A fast-growing mesquite. Shed old leaves as new ones appear.","",0,"Los Angeles County Arboretum - Arcadia, CA and UC Riverside - Riverside CA",1,"Screen",,"Argentina",0,0,0,"",20,40,15,30,36,36,"2","Rounded","Dry Fruit","Dark Gray","Fissured","3","3","Bipinnately Compound","Alternate","Oblong","Bluish Green,Silver,Gray Green",1,"Very Large","Brown","Legume","Edible","Summer","",0,"Green,Yellow","Spring",,,"10,11,12,13,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand","Low",3,3,4,7,,,,,"Low","None Known","Birds","",,"L",0,"Yes","24"" box","2"
1141,"Prosopis chilensis","Neltuma chilensis","Fabaceae","CHILEAN MESQUITE","ALGARROBO","MESQUITE",,"This tree, native to South America, is fast-growing with low moisture requirements. Plain variety has thorns but thornless variety available.","",0,"Desert Botanical Garden - Phoenix, AZ, UC Berkeley Botanic Garden - Berkeley, CA, San Diego Botanic Garden - Encinitas, CA and Los Angeles County Arboretum - Arcadia, CA",1,,,"Chile",0,0,0,"",30,30,30,30,36,36,"1","Rounded","Dry Fruit","Dark Gray","Fissured","3","3","Bipinnately Compound","Alternate","Linear","Dark Green",1,"Very Large","Brown","Legume","Edible","Summer","",0,"Yellow","Spring",,"8,9","10,11,12,13","Good Inland","4 to 7","Loam,Sand","Low",3,3,4,7,,,,,"Low","None Known","Birds","",,"L",0,"Yes","24"" box","—"
1142,"Prosopis glandulosa","Neltuma glandulosa","Fabaceae","HONEY MESQUITE","MESQUITE","MESQUITE",,"Honey mesquite is a shrub or small desert tree that grows in much of the southwestern U.S. and Mexico. Outside of its native range, it grows in many countries where it's considered an invasive weed. In California, it ranges throughout the Sonoran and Mojave deserts and northward to the western San Joaquin Valley. It is frequent along desert washes and on desert sand dunes. Its roots can penetrate to great depths. The limber branches bear paired straight spines at the bases of feathery-divided leaves. Honey mesquite makes long spikes of pale-yellow flowers and abundant, straight, edible legumes.","",0,"The Living Desert - Palm Desert, CA, Anza-Borrego State Park, Balboa Park - San Diego, CA and BioPark Botanic Garden - Albuquerque, NM",1,"Specimen,Shade Tree","Bonsai","California and Southwestern United States",1,0,0,"",25,40,25,35,12,36,"0","Rounded","Leaves,Fruit","Brown","Blocky,Rough,Scaly",,,"Bipinnately Compound","Alternate","Linear","Green",0,"Very Large","Brown","Legume","Edible,Wildlife use it","Fall,Spring,Summer","Inconspicuous",0,"Yellow","Spring,Summer",,"10,11","10,11,12,13,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand","",3,3,2,6,,,,,"Low",,"Birds,Mammals","",,"VL",0,"Yes","24"" box","2"
1143,"Prosopis glandulosa var. torreyana","Neltuma glandulosa var. torreyana","Fabaceae","MESQUITE",,"MESQUITE",,"This deciduous tree, can be a handsome desert shade tree with proper pruning and age. Found in the Mohave and Colorado deserts.","",0,"Santa Barbara Botanic Garden - Santa Barbara, CA, Quail Arboretum - Encinitas, CA and The Living Desert - Palm Desert, CA",1,"Screen",,"Southwestern United States and Mexico",1,0,0,"",25,40,25,35,12,24,"1","Rounded,Vase","Dry Fruit","Dark Brown, Red Brown or Dark Gray","Exfoliating,Furrowed,Scaly","3","3","Bipinnately Compound","Alternate","Linear","Green",1,"Very Large","Brown","Legume","Edible","Summer","",1,"Yellow","Spring",,"6,7,8,9,10,11","10,11,12,13,18,19,20,21,22,23,24","Good Inland","4 to 7","Loam,Sand","Low",3,3,4,7,,,"Texas Root Rot",,"Low","Allergy","Bees,Birds","",,"VL",0,"Yes","24"" box","—"
1144,"Prosopis velutina","Prosopis juliflora var. velutina,Prosopis chilensis var. velutina,Neltuma velutina","Fabaceae","VELVET MESQUITE","ARIZONA MESQUITE","MESQUITE",,"Smaller tree than gt;P. glandulosagt;. Handsome desert shade tree with proper pruning and age.","",0,"Boyce Thompson Arboretum - Superior, AZ, University of Arizona - Tucson, AZ and The Living Desert - Palm Desert, CA",1,"Screen",,"Arizona, Texas, and Mexico",0,0,0,"",30,30,30,30,24,24,"1","Rounded,Vase","Dry Fruit","Dark Brown or Red Brown","Exfoliating,Furrowed,Scaly","3","3","Bipinnately Compound","Alternate","Oblong","Bluish Green,Silver,Gray Green",1,"Very Large","Brown","Legume","Edible","Fall","",0,"Yellow","Summer",,,"10,11,12,13,18,19,20,21,22,23,24","Good Inland","4 to 7","Loam,Sand","Low",3,3,4,7,,,,,"Low","None Known","Bees,Birds","",,"L",0,"Yes","24"" box","2"
1145,"Prunus 'Accolade'",,"Rosaceae","ACCOLADE CHERRY","ACCOLADE FLOWERING CHERRY","CHERRY",,"Needs good drainage. On clay soils, plant on slopes or in raised beds.","",0,"Washington Park Arboretum - Seattle, WA",1,"Screen",,"Horticultural Hybrid",0,0,0,"",25,25,25,25,24,36,"1","Rounded,Vase","Flowers","Light Gray","Smooth,Striated","3","3","Simple","Alternate","Oval","Green",1,"Small","Red","Drupe","Wildlife use it","Fall,Spring,Summer","Showy",0,"Pink","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","2,3,4,5,6,7,8,9,14,15,16,17",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,5,,"Caterpillars",,"Armillaria,Phytophthora,Root Rot,Rust","Low","None Known","Birds","",,"M",0,,,
1146,"Prunus &times 'Hally Jolivette'",,"Rosaceae","HALLY JOLIVETTE CHERRY",,"CHERRY",,"Branches droop but resist breakage.","",0,"The National Arboretum - Washington, DC and Arnold Arboretum - Boston, MA",1,"Specimen,Buffer Strip,Container,Street Tree","Bonsai","Eastern North America",0,0,0,"",12,15,10,15,12,36,"1","Rounded,Vase",,"Gray","Smooth",,,"Simple","Alternate","Elliptic","Green",0,"Small","Red","Drupe",,"Summer","Showy",0,"Pink,White","Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","3,4,5,6,7,14,15,16,17,18,19,20",,"2 to 4","Loam,Sand,Clay","",3,3,2,2,,"Aphids,Mites",,"Armillaria","Low",,"Birds","",,"M",0,,,
1147,"Prunus &times incam 'Okame'",,"Rosaceae","OKAME CHERRY",,"CHERRY",,"Branches dont droop and resist breakage.","",0,"Dallas Arboretum - Dallas, TX, The Morton Arboretum - Lisle, IL, Strybing Arboretum - San Francisco, CA, The National Arboretum - Washington, DC and Arnold Arboretum - Boston, MA",1,"Specimen,Container,Screen,Buffer Strip","Bonsai","Eastern North America",0,0,0,"",15,25,15,20,12,36,"1","Rounded",,"Brown or Gray","Rough,Smooth",,,"Simple","Alternate","Elliptic","Green",1,"Small","Red","Drupe",,"Fall,Spring,Summer","Showy",0,"Pink","Winter,Spring",,"7,8,9","4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23",,"4 to 7","Loam,Sand,Clay","",1,3,2,2,,"Aphids,Borer,Scales,Spider Mites",,"Armillaria","Low",,"Birds","",,"M",0,,,
1148,"Prunus americana",,"Rosaceae","WILD PLUM","AMERICAN PLUM","PLUM",,"A desirable wildlife plant for the landscape.","",0,"Washington, DC, Balboa Park - San Diego, CA and Sacramento State University - Sacramento, CA",1,"Screen","Hedged","North America",0,0,0,"",15,25,10,15,24,24,"1","Rounded,Vase","Wet Fruit,Flowers","Black or Dark Brown","Exfoliating,Scaly","5","5","Simple","Alternate","Ovate","Dark Green",1,"Medium","Purple, Red or Yellow","Drupe","Edible","Summer","Showy",1,"White","Spring",,"3,4,5,6,7,8","1,2,3,10",,"4 to 7","Loam,Sand,Clay","Low",2,3,1,5,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Rust,Sooty Mold,Verticillium","Low","Allergy,Poisonous","Birds,Squirrels","",,"M",0,,,
1149,"Prunus dulcis","Prunus amygdalus","Rosaceae","ALMOND","SWEET ALMOND","ALMOND",,"Early blooms subject to frost damage. Cross pollination usually necessary for fruiting. Best in warm summer areas.","",0,"California Central Valley",1,"Screen",,"Middle East and Southern Asia",0,0,0,"",30,30,20,30,24,24,"0","Rounded","Dry Fruit","Light Gray","Fissured","5","5","Simple","Alternate","Spear-shaped","Bluish Green,Silver,Gray Green",1,"Large","Beige or Brown","Drupe","Edible","Summer","Showy",1,"Pink,White","Winter,Spring",,"5,6,7,8","8,9,10,12,13,14,15,16,19,20,21",,"4 to 7","Loam,Sand,Clay","Low",3,3,1,7,,"Beetle Borers,Spider Mites",,"Brown Rot,Canker,Chlorosis,Crown Rot","Low","Allergy","Squirrels","",,"M",0,"Yes","24"" box","—"
1150,"Prunus angustifolia",,"Rosaceae","CHICKSAW PLUM",,"PLUM",,"Branches droop but resist breakage.","",0,"",1,"Specimen,Buffer Strip,Street Tree","Bonsai","United States",0,0,0,"",12,20,15,20,12,36,"1","Rounded",,"",,,,"Simple","Alternate","Elliptic","Green",0,"Medium","Yellow to Red","Drupe","Edible","Winter,Spring","Showy",1,"White","Winter","Has male and female reproductive parts in each flower (perfect)","6,7,8,9",,,"2 to 4","Loam,Sand,Clay","",2,3,2,2,,"Caterpillars",,"Armillaria","Low",,"Birds,Mammals","",,"M",0,,,
1151,"Prunus armeniaca",,"Rosaceae","APRICOT",,"APRICOT",,"Needs good drainage. Regular pruning needed for quality fruit. Favorable plant climate zone varies depending on variety; Check with local nurseries. Variety Moorpark has large fruit with good flavor.","",0,"Santa Fe, New Mexico, Lotusland - Santa Barbara, CA and Nipomo, CA",1,"Screen","Espalier","Armenia",0,0,0,"",15,30,10,20,24,24,"1","Rounded,Vase","Wet Fruit","Bronze or Light Green","Furrowed,Scaly","3","3","Simple","Alternate","Oval","Light Green",1,"Large","Orange","Drupe","Edible","Spring,Summer","Showy",0,"Pink,White","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8,9","2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",,"4 to 7","Loam,Sand","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Scales,Thrip",,"Brown Rot,Canker,Crown Rot,Gummosis","Low","Allergy,Poisonous","Bees,Birds,Squirrels","Low",,"M",0,"Yes","24"" box","2"
1152,"Prunus avium",,"Rosaceae","SWEET CHERRY",,"CHERRY",,"Needs good drainage. Cross pollination usually necessary for fruiting. Prunus avium plena is the double flowering form.","",0,"Missouri Botanical Garden - St. Louis, MO and Morton Arboretum - Lisle, IL",1,"Screen",,"Mediterranean",0,0,0,"",50,70,20,30,24,24,"1","Rounded","Wet Fruit","Dark Brown or Red Brown","Furrowed,Smooth","3","3","Simple","Alternate","Oblanceolate","Dark Green",1,"Medium","Black, Purple, Red or Yellow","Drupe","Edible","Spring,Summer","Showy",1,"Pink,White","Winter,Spring",,"3,4,5,6,7,8","2,6,7,14,15",,">7","Loam,Sand","Low",3,3,1,5,,"Aphids,Caterpillars,Scales,Spider Mites",,"Brown Rot,Crown Rot,Gummosis,Armillaria","Moderate","Allergy","Bees,Birds","Low",1,"M",0,"Yes","24"" box","—"
1153,"Prunus &times blireiana",,"Rosaceae","FLOWERING PLUM","DOUBLE-PINK PLUM,PURPLE-LEAF PLUM","PLUM",,"Blirieana Flowering Plum is a popular flowering and foliage accent tree, generally shorter than Prunus cerasifera varieties which are generally slightly larger, to 25 or more, such as Thundercloud, Newport, Krauter Vesuvius, and Mt. St. Helens. Blirieana Plum blooms a couple of weeks earlier as well, and usually has wart-like swellings on the trunks. It produces few or no fruit. It is easily maintained below a height of 25.","",0,"Santa Cruz, CA, Los Angeles County Arboretum - Arcadia, CA and Arnold Arboretum - Boston, MA",1,"Screen",,"Eastern North America",0,0,0,"",12,15,12,15,24,24,"1","Rounded,Vase","Flowers","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Bronze,Purple,Reddish",1,"Medium","Purple or Red","Drupe",,,"Showy",1,"Pink,Rose","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Bees","",,"M",0,,,
1154,"Prunus campanulata","Cerasus campanulata","Rosaceae","TAIWAN CHERRY","TAIWAN FLOWERING CHERRY","CHERRY",,"One of the most consistently performing cherries.","",0,"Cal Poly Campus - San Luis Obispo, CA, Strybing Arboretum - San Francisco, CA and Los Angeles County Arboretum - Arcadia, CA",1,"Screen",,"Eastern Asia",0,0,0,"",25,25,25,25,24,36,"1","Rounded,Vase","Dry Fruit,Flowers","Mottled, Light Gray","Smooth","3","3","Simple","Alternate","Spear-shaped","Dark Green",1,"Very Small","Black, Purple, Red or Mostly Green","Drupe",,"Winter,Spring,Summer","Showy",0,"Pink,Purple,Rose","Winter,Spring",,"7,8","6,7,8,9,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand","Moderate",2,3,1,5,,"Caterpillars",,"Armillaria,Phytophthora,Root Rot,Rust","Low","None Known","Bees,Birds","",,"M",0,"Yes","24"" box","—"
1155,"Prunus caroliniana",,"Rosaceae","CAROLINA LAUREL CHERRY","CHERRY LAUREL","CHERRY",,"Carolina Laurel Cherry is grown as an evergreen shrub or tree standard, favored for its shiny green foliage. However, the flower and fruit litter is a problem in paved areas, and it may reseed unwantedly. It withstands heat, dryness and wind, and is quite durable once established. Variety Compacta generally grows 8-10 tall. It may require regularly scheduled light top-trimming (but not necessarily shearing) of vigorous top shoots to maintain its height below 25.","",0,"Washington, DC, LSU Hilltop Arboretum - Baton Rouge, LA, San Francisco, CA, Balboa Park - San Diego, CA,  Los Angeles County Arboretum - Arcadia, CA and San Antonio Botanic Garden - San Antonio, TX",1,"Screen","Hedged,Topiary","Southeastern United States",0,0,0,"",20,30,15,25,36,36,"0","Conical,Rounded","Wet Fruit,Flowers","Dark Gray or Light Gray","Smooth","3","3","Simple","Alternate","Spear-shaped","Green",0,"Small","Black","Drupe",,"Winter,Spring,Summer","Showy",1,"White","Winter,Spring",,"7,8,9,10","5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","Coastal Moderate","4 to 7","Loam,Sand,Clay","Moderate",2,3,1,5,,"Scales",,"Armillaria,Fire Blight,Root Rot,Rust","Low","Allergy,Poisonous","Bees,Birds","Low",0,"M",0,"Yes","24"" box","2"
1156,"Prunus caroliniana 'Bright N Tight'",,"Rosaceae","BRIGHT N TIGHT CHERRY LAUREL","BRIGHT N TIGHT CAROLINA CHERRY,LAURELCHERRY","CHERRY",,"Branches dont droop, and resist breakage. Trainable as a standard.","",0,"San Diego, City of - San Diego, CA, Los Angeles County Arboretum - Arcadia, CA",1,"Screen,Container,Buffer Strip,Street Tree","Bonsai,Hedged","Southeastern United States",0,0,0,"",25,35,15,25,12,36,"3","Rounded","Leaves,Fruit","",,,,"Simple","Alternate","Elliptic","Green",0,"Small","Black","Drupe","Edible,Wildlife use it","Spring,Summer","Showy",1,"White","Spring",,"8,9,10","5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",1,3,2,6,,"Mites,Borer,Caterpillars",,"Armillaria,Leaf Spot,Fire Blight,Canker","Low",,"Birds,Mammals","",,"M",0,,,
